"July 23, 2001",2001-07-23
"06, JAN 1978",1978-01-06
08 Jan 2002,2002-01-08
27 August 1973,1973-08-27
"4 mar, 2013",2013-03-04
"17 Sep, 2009",2009-09-17
28.06.09,2009-06-28
27 03 12,2012-03-27
6 NOVEMBER 1974,1974-11-06
"19 Feb, 2002",2002-02-19
"Tuesday, 29 March, 1983",1983-03-29
22 January 2004,2004-01-22
february 26 1978,1978-02-26
"WEDNESDAY, 27 APRIL, 2016",2016-04-27
22 DECEMBER 1995,1995-12-22
21 January 2006,2006-01-21
21-Apr-1990,1990-04-21
10/02/98,1998-02-10
5 september 1973,1973-09-05
"5 APR, 1980",1980-04-05
8 05 79,1979-05-08
19/08/83,1983-08-19
"tuesday, 27 april, 1993",1993-04-27
5 Nov 1997,1997-11-05
"TUESDAY, 30 SEPTEMBER, 2008",2008-09-30
19 February 2001,2001-02-19
30 September 1979,1979-09-30
13 JULY 1991,1991-07-13
14/09/18,2018-09-14
"APRIL 10, 1982",1982-04-10
02.07.75,1975-07-02
07/03/03,2003-03-07
20 Aug 1992,1992-08-20
10 December 2012,2012-12-10
12 Jan 1982,1982-01-12
"tuesday, 30 april, 1991",1991-04-30
March 6 2013,2013-03-06
12 12 73,1973-12-12
"28 April, 1970",1970-04-28
05.10.00,2000-10-05
12-aug-1988,1988-08-12
01.04.84,1984-04-01
JUNE 22 1981,1981-06-22
"Friday, 20 March, 2009",2009-03-20
12 October 1980,1980-10-12
26 April 2003,2003-04-26
29 12 75,1975-12-29
22.10.78,1978-10-22
OCTOBER 25 2011,2011-10-25
"JULY 7, 1999",1999-07-07
FEBRUARY 9 2013,2013-02-09
23 march 1999,1999-03-23
14/06/97,1997-06-14
"MARCH 13, 1999",1999-03-13
"June 27, 2002",2002-06-27
"thursday, 1 february, 1996",1996-02-01
april 27 1970,1970-04-27
JULY 26 1972,1972-07-26
29 april 2006,2006-04-29
July 28 1983,1983-07-28
"21 Sep, 2019",2019-09-21
23 May 1995,1995-05-23
16 DECEMBER 1970,1970-12-16
"5 december, 1991",1991-12-05
19 FEBRUARY 2006,2006-02-19
"20 Dec, 1982",1982-12-20
"22, mar 1971",1971-03-22
20 01 16,2016-01-20
"MONDAY, 13 APRIL, 1970",1970-04-13
24.08.12,2012-08-24
"7 dec, 1986",1986-12-07
25 May 1985,1985-05-25
12 MAR 2017,2017-03-12
07.06.93,1993-06-07
"29, mar 1991",1991-03-29
10.10.78,1978-10-10
27 Dec 1976,1976-12-27
7 FEBRUARY 1996,1996-02-07
2 apr 2004,2004-04-02
"22 january, 2010",2010-01-22
"Wednesday, 31 October, 1990",1990-10-31
"14 MAY, 1981",1981-05-14
11 JUN 1974,1974-06-11
"10 feb, 1973",1973-02-10
17 Apr 1990,1990-04-17
OCTOBER 16 1989,1989-10-16
10 JANUARY 2001,2001-01-10
13 JUL 2019,2019-07-13
28 May 2005,2005-05-28
"sunday, 1 august, 2010",2010-08-01
1 09 05,2005-09-01
27 DECEMBER 1992,1992-12-27
6 JUL 1999,1999-07-06
September 26 2016,2016-09-26
08.02.79,1979-02-08
28-APR-1993,1993-04-28
11-may-2003,2003-05-11
13/06/94,1994-06-13
28 October 1982,1982-10-28
22 03 81,1981-03-22
14 JUN 1997,1997-06-14
21 April 1971,1971-04-21
"Thursday, 18 July, 1985",1985-07-18
"APRIL 7, 1985",1985-04-07
26/06/19,2019-06-26
6 Dec 1978,1978-12-06
may 16 1984,1984-05-16
29 jun 1971,1971-06-29
"16 Feb, 2010",2010-02-16
"may 4, 2004",2004-05-04
"thursday, 2 july, 1981",1981-07-02
20 May 1978,1978-05-20
"12 Dec, 1994",1994-12-12
"23 May, 2018",2018-05-23
9 april 2014,2014-04-09
17 July 1972,1972-07-17
14 july 1995,1995-07-14
29 JUL 2013,2013-07-29
"FRIDAY, 29 MAY, 1987",1987-05-29
"22 May, 2006",2006-05-22
28 may 2012,2012-05-28
"22, apr 1973",1973-04-22
2 Jun 2010,2010-06-02
"7 Apr, 1973",1973-04-07
18 JANUARY 2015,2015-01-18
11 may 1977,1977-05-11
23 06 14,2014-06-23
MAY 6 1971,1971-05-06
13 APRIL 1973,1973-04-13
"08, DEC 2016",2016-12-08
17.11.77,1977-11-17
13 May 1998,1998-05-13
"27, MAR 2000",2000-03-27
17 Nov 1995,1995-11-17
30 may 1978,1978-05-30
"30 March, 2007",2007-03-30
"Saturday, 14 March, 1987",1987-03-14
14-APR-2002,2002-04-14
"06, OCT 2017",2017-10-06
2 06 80,1980-06-02
26-dec-1983,1983-12-26
23-apr-2017,2017-04-23
31/08/16,2016-08-31
22/11/12,2012-11-22
"Thursday, 20 August, 1970",1970-08-20
29.06.90,1990-06-29
22 aug 1998,1998-08-22
"Saturday, 10 January, 2015",2015-01-10
14 11 76,1976-11-14
"31 Jan, 2015",2015-01-31
29 may 2005,2005-05-29
16 MAY 1988,1988-05-16
"MAY 19, 2012",2012-05-19
20 MAR 2011,2011-03-20
07-SEP-2017,2017-09-07
"3 May, 1979",1979-05-03
"2 Jul, 1998",1998-07-02
20 feb 1977,1977-02-20
24 OCTOBER 2004,2004-10-24
30 NOV 2018,2018-11-30
"january 13, 2012",2012-01-13
5 JANUARY 1978,1978-01-05
"28, mar 1989",1989-03-28
"4 October, 1977",1977-10-04
26 mar 1977,1977-03-26
15/11/03,2003-11-15
"9 Jul, 1983",1983-07-09
"june 11, 2011",2011-06-11
"05, Aug 1983",1983-08-05
"24 November, 1987",1987-11-24
07.08.05,2005-08-07
"22 SEP, 1983",1983-09-22
"11, may 1994",1994-05-11
14 NOVEMBER 2017,2017-11-14
19 NOV 1997,1997-11-19
5 february 1990,1990-02-05
30 NOV 1980,1980-11-30
06 sep 1972,1972-09-06
21 APRIL 2007,2007-04-21
"11 Oct, 2003",2003-10-11
19.02.84,1984-02-19
31 October 2016,2016-10-31
16 Sep 2002,2002-09-16
"WEDNESDAY, 1 JULY, 1992",1992-07-01
16 Dec 1985,1985-12-16
10 03 70,1970-03-10
13 NOVEMBER 1970,1970-11-13
15.09.15,2015-09-15
22 Jan 1976,1976-01-22
7 JULY 1977,1977-07-07
January 26 2009,2009-01-26
"12 July, 2015",2015-07-12
17 AUG 2003,2003-08-17
25 FEBRUARY 1980,1980-02-25
"wednesday, 18 february, 1976",1976-02-18
"27 OCT, 2004",2004-10-27
09-Feb-1975,1975-02-09
29 mar 2019,2019-03-29
29 MARCH 2019,2019-03-29
"november 22, 1976",1976-11-22
01 Jun 1987,1987-06-01
06/11/13,2013-11-06
24-Sep-1985,1985-09-24
30 January 2001,2001-01-30
"22 Feb, 1990",1990-02-22
22-DEC-1987,1987-12-22
"5 august, 2001",2001-08-05
29 may 1973,1973-05-29
16 october 1976,1976-10-16
"november 21, 1981",1981-11-21
"September 7, 1972",1972-09-07
10 october 1989,1989-10-10
"07, jul 1994",1994-07-07
21 January 2016,2016-01-21
13-Apr-1991,1991-04-13
28 DECEMBER 1998,1998-12-28
20 11 77,1977-11-20
19 06 76,1976-06-19
14 february 1973,1973-02-14
29 August 1970,1970-08-29
"SATURDAY, 2 JUNE, 1979",1979-06-02
21.02.15,2015-02-21
"16 Jan, 2014",2014-01-16
"August 9, 1981",1981-08-09
13 MAY 1992,1992-05-13
"1 may, 1994",1994-05-01
"15, OCT 1999",1999-10-15
25/04/12,2012-04-25
april 4 1988,1988-04-04
20.11.19,2019-11-20
29 April 1976,1976-04-29
"Thursday, 11 May, 1995",1995-05-11
28/04/93,1993-04-28
12/06/82,1982-06-12
30 september 1977,1977-09-30
10 04 97,1997-04-10
"Friday, 28 March, 1997",1997-03-28
JANUARY 25 2001,2001-01-25
1 July 1988,1988-07-01
01/04/96,1996-04-01
"12 December, 2016",2016-12-12
"JULY 18, 2002",2002-07-18
13 September 1998,1998-09-13
"26, feb 2014",2014-02-26
08.05.81,1981-05-08
11 sep 1977,1977-09-11
"Sunday, 7 January, 1979",1979-01-07
17-may-2017,2017-05-17
8 June 2019,2019-06-08
28/12/73,1973-12-28
5 11 80,1980-11-05
21/01/77,1977-01-21
"Friday, 24 April, 1998",1998-04-24
"Monday, 15 March, 2010",2010-03-15
5 11 02,2002-11-05
19 09 08,2008-09-19
01/03/16,2016-03-01
26.10.99,1999-10-26
03 May 1982,1982-05-03
August 8 2011,2011-08-08
04-NOV-1995,1995-11-04
28 may 1994,1994-05-28
"09, Aug 2011",2011-08-09
18 12 71,1971-12-18
30 07 16,2016-07-30
29 JUNE 2019,2019-06-29
22 11 78,1978-11-22
"November 16, 2002",2002-11-16
21-MAR-2003,2003-03-21
08/09/77,1977-09-08
27 Dec 1997,1997-12-27
"28 december, 1999",1999-12-28
"Friday, 16 February, 1973",1973-02-16
"24, apr 1974",1974-04-24
21 oct 1987,1987-10-21
28 JULY 2014,2014-07-28
MAY 21 1991,1991-05-21
"04, Nov 1970",1970-11-04
12/12/17,2017-12-12
19 FEBRUARY 2016,2016-02-19
18 Sep 2005,2005-09-18
29 March 2009,2009-03-29
"WEDNESDAY, 3 APRIL, 2019",2019-04-03
"Friday, 13 June, 2008",2008-06-13
30 march 1985,1985-03-30
2 August 2015,2015-08-02
8 January 1993,1993-01-08
"29 APRIL, 2005",2005-04-29
6 08 05,2005-08-06
November 1 2016,2016-11-01
"Monday, 4 September, 2017",2017-09-04
27 January 2012,2012-01-27
"FRIDAY, 25 JUNE, 1976",1976-06-25
16.06.99,1999-06-16
JANUARY 11 2015,2015-01-11
"14, JUN 2019",2019-06-14
"1 december, 1986",1986-12-01
18 October 2002,2002-10-18
12 07 93,1993-07-12
02-mar-2015,2015-03-02
09-jan-2016,2016-01-09
25/08/13,2013-08-25
"MONDAY, 11 MARCH, 1996",1996-03-11
12-Feb-1980,1980-02-12
"30, dec 2007",2007-12-30
"SATURDAY, 17 SEPTEMBER, 2011",2011-09-17
18 SEP 1973,1973-09-18
17 Oct 1970,1970-10-17
13 October 2013,2013-10-13
"friday, 5 september, 1980",1980-09-05
27 may 2004,2004-05-27
8 dec 2001,2001-12-08
"29, sep 2003",2003-09-29
4 04 81,1981-04-04
4 feb 1975,1975-02-04
16-jun-2003,2003-06-16
27 Oct 1991,1991-10-27
24 may 1986,1986-05-24
"8 jul, 1992",1992-07-08
"5 December, 1988",1988-12-05
JUNE 5 1973,1973-06-05
"June 30, 2004",2004-06-30
26/02/85,1985-02-26
18 JUN 2007,2007-06-18
October 11 2013,2013-10-11
"08, Oct 1995",1995-10-08
"11 June, 1997",1997-06-11
28 dec 1985,1985-12-28
"14 MAY, 1975",1975-05-14
"29 MAR, 2001",2001-03-29
24 mar 2000,2000-03-24
29-dec-2008,2008-12-29
29 June 2000,2000-06-29
"SUNDAY, 28 DECEMBER, 1975",1975-12-28
03.12.03,2003-12-03
03/06/00,2000-06-03
"july 5, 1991",1991-07-05
"29 jan, 1978",1978-01-29
06.11.03,2003-11-06
18 Jun 2014,2014-06-18
18 Mar 1971,1971-03-18
26 dec 1976,1976-12-26
15 Jun 1997,1997-06-15
22.01.98,1998-01-22
09 JUN 1972,1972-06-09
"Friday, 30 November, 2007",2007-11-30
14 MAY 2007,2007-05-14
"5 January, 1970",1970-01-05
9 03 76,1976-03-09
12 february 2011,2011-02-12
16 02 12,2012-02-16
21.05.13,2013-05-21
23 September 1990,1990-09-23
"WEDNESDAY, 4 AUGUST, 2004",2004-08-04
07/04/08,2008-04-07
29 01 84,1984-01-29
19 July 2014,2014-07-19
11 sep 2015,2015-09-11
17 01 01,2001-01-17
12 MAR 1993,1993-03-12
"22, sep 1994",1994-09-22
11/09/73,1973-09-11
MARCH 3 1985,1985-03-03
4 12 00,2000-12-04
04 aug 1992,1992-08-04
"13 february, 2008",2008-02-13
05.03.12,2012-03-05
29 OCTOBER 2010,2010-10-29
13 Mar 2002,2002-03-13
"8 OCTOBER, 2018",2018-10-08
"20, Sep 2014",2014-09-20
21 September 1994,1994-09-21
September 20 2018,2018-09-20
17-oct-2000,2000-10-17
"october 5, 1977",1977-10-05
18 Aug 1976,1976-08-18
03.11.14,2014-11-03
2 FEBRUARY 1985,1985-02-02
24/02/70,1970-02-24
"march 25, 1993",1993-03-25
03/03/94,1994-03-03
13-Feb-2013,2013-02-13
"14 NOVEMBER, 1989",1989-11-14
9 04 07,2007-04-09
10 July 2005,2005-07-10
12 june 1995,1995-06-12
11 October 2017,2017-10-11
27 March 1977,1977-03-27
"Sunday, 11 February, 1973",1973-02-11
4 March 1981,1981-03-04
"6 Jul, 2003",2003-07-06
23 july 1979,1979-07-23
13/10/18,2018-10-13
FEBRUARY 7 2019,2019-02-07
5 nov 1997,1997-11-05
"12 APR, 1977",1977-04-12
"April 22, 1987",1987-04-22
27-Jul-2011,2011-07-27
02-may-1983,1983-05-02
06-Oct-1982,1982-10-06
21-mar-1978,1978-03-21
26/09/96,1996-09-26
"2 Sep, 1984",1984-09-02
6 02 01,2001-02-06
20/12/82,1982-12-20
11 oct 2018,2018-10-11
30 12 92,1992-12-30
02-May-1977,1977-05-02
"16 MARCH, 1998",1998-03-16
01 mar 1973,1973-03-01
03.02.13,2013-02-03
"28 sep, 2015",2015-09-28
"25, JAN 2010",2010-01-25
21 May 1978,1978-05-21
28 08 00,2000-08-28
15 FEBRUARY 2001,2001-02-15
23 october 2014,2014-10-23
07 feb 2010,2010-02-07
23 april 2004,2004-04-23
MARCH 1 1979,1979-03-01
12/12/03,2003-12-12
"april 18, 1970",1970-04-18
3 February 2006,2006-02-03
22/04/73,1973-04-22
"August 25, 2007",2007-08-25
15 June 1999,1999-06-15
26 october 2009,2009-10-26
"12, NOV 2002",2002-11-12
"4 august, 2004",2004-08-04
22 01 82,1982-01-22
29/01/17,2017-01-29
16/05/09,2009-05-16
"OCTOBER 26, 1981",1981-10-26
September 17 2019,2019-09-17
26 09 78,1978-09-26
"Monday, 17 January, 1977",1977-01-17
13 May 1996,1996-05-13
29 September 2014,2014-09-29
13.11.10,2010-11-13
2 04 11,2011-04-02
26 November 1991,1991-11-26
21 apr 2004,2004-04-21
5 march 1996,1996-03-05
"JUNE 28, 1998",1998-06-28
11 june 2011,2011-06-11
February 15 2017,2017-02-15
23 nov 1986,1986-11-23
14 AUGUST 1988,1988-08-14
28-jan-1997,1997-01-28
1 05 93,1993-05-01
"SUNDAY, 7 JANUARY, 1990",1990-01-07
25 october 2000,2000-10-25
28-jan-1979,1979-01-28
28 MAY 1979,1979-05-28
1 february 1998,1998-02-01
01.01.11,2011-01-01
august 20 2017,2017-08-20
"thursday, 11 november, 2004",2004-11-11
5 05 90,1990-05-05
26.09.17,2017-09-26
12 04 07,2007-04-12
13.05.91,1991-05-13
11-jun-2018,2018-06-11
"September 3, 2007",2007-09-03
17.01.13,2013-01-17
16 10 84,1984-10-16
03 Sep 1983,1983-09-03
9 04 84,1984-04-09
June 22 2012,2012-06-22
"Monday, 13 August, 2018",2018-08-13
10-OCT-1989,1989-10-10
21-sep-2016,2016-09-21
01-Jul-1993,1993-07-01
3 OCTOBER 2015,2015-10-03
11 January 1979,1979-01-11
"05, may 2018",2018-05-05
28 March 2014,2014-03-28
06 feb 1982,1982-02-06
16 Apr 2004,2004-04-16
"01, Dec 2006",2006-12-01
"APRIL 1, 2017",2017-04-01
04 may 2013,2013-05-04
december 9 1991,1991-12-09
MAY 4 2018,2018-05-04
"8 november, 1977",1977-11-08
20-dec-1993,1993-12-20
06/04/08,2008-04-06
9 SEPTEMBER 2002,2002-09-09
"AUGUST 29, 2009",2009-08-29
"OCTOBER 31, 2008",2008-10-31
"27 may, 2015",2015-05-27
29 APRIL 2018,2018-04-29
30 MAY 1998,1998-05-30
"19, nov 2015",2015-11-19
2 may 2006,2006-05-02
16 jun 1989,1989-06-16
29 09 98,1998-09-29
"14 nov, 1970",1970-11-14
28 july 2005,2005-07-28
31/03/77,1977-03-31
21 september 1971,1971-09-21
"December 2, 1995",1995-12-02
22 November 1979,1979-11-22
11.08.73,1973-08-11
"August 12, 2015",2015-08-12
7 November 1973,1973-11-07
9 Aug 1983,1983-08-09
02/03/88,1988-03-02
14 DECEMBER 1980,1980-12-14
3 07 89,1989-07-03
3 july 2016,2016-07-03
19 jan 1987,1987-01-19
"19 December, 1979",1979-12-19
22 mar 1974,1974-03-22
29 december 2016,2016-12-29
31-jan-1990,1990-01-31
19 NOVEMBER 1983,1983-11-19
"October 29, 2006",2006-10-29
"13 MAR, 1972",1972-03-13
"30, May 1994",1994-05-30
"19 oct, 2000",2000-10-19
22 Dec 1976,1976-12-22
"monday, 5 december, 2011",2011-12-05
december 21 2015,2015-12-21
27 MARCH 2008,2008-03-27
7 April 1985,1985-04-07
14 01 14,2014-01-14
12 Mar 2008,2008-03-12
18 06 96,1996-06-18
03.03.86,1986-03-03
08-OCT-2004,2004-10-08
"16 may, 2017",2017-05-16
29/07/89,1989-07-29
"26 February, 2017",2017-02-26
"22, Mar 2015",2015-03-22
13 march 1973,1973-03-13
"WEDNESDAY, 20 DECEMBER, 1995",1995-12-20
16-may-1996,1996-05-16
07 May 1998,1998-05-07
16 AUG 2016,2016-08-16
12 04 91,1991-04-12
July 29 2007,2007-07-29
august 30 1973,1973-08-30
"November 19, 1970",1970-11-19
8 Feb 1987,1987-02-08
27 October 1983,1983-10-27
25-mar-2012,2012-03-25
25-Feb-2000,2000-02-25
"8 MAY, 1985",1985-05-08
16/02/13,2013-02-16
13 Dec 2017,2017-12-13
april 14 2018,2018-04-14
26 JAN 2014,2014-01-26
10 01 95,1995-01-10
15 jan 2010,2010-01-15
14-Mar-2007,2007-03-14
23-Jan-2011,2011-01-23
16 MAY 1983,1983-05-16
01 may 2019,2019-05-01
03-mar-1983,1983-03-03
January 7 1990,1990-01-07
17 07 00,2000-07-17
27 january 1982,1982-01-27
15/06/16,2016-06-15
JANUARY 25 1975,1975-01-25
22-Sep-1982,1982-09-22
29 OCTOBER 1981,1981-10-29
19 12 04,2004-12-19
14-Feb-1978,1978-02-14
"SEPTEMBER 2, 1995",1995-09-02
06-Oct-1972,1972-10-06
"28 FEBRUARY, 1999",1999-02-28
29 DECEMBER 1988,1988-12-29
17 nov 2007,2007-11-17
"Friday, 25 December, 1987",1987-12-25
07/11/78,1978-11-07
13 12 80,1980-12-13
28 September 2009,2009-09-28
10 MAY 1987,1987-05-10
"21 May, 1970",1970-05-21
"30, jun 1992",1992-06-30
25 SEPTEMBER 2001,2001-09-25
18 04 18,2018-04-18
"Monday, 14 July, 1980",1980-07-14
"Tuesday, 19 September, 1972",1972-09-19
17 jun 1980,1980-06-17
16 december 1991,1991-12-16
"14, Aug 2010",2010-08-14
18 jun 1973,1973-06-18
22 july 2012,2012-07-22
23-Nov-2011,2011-11-23
16 JAN 2015,2015-01-16
30 06 90,1990-06-30
20 may 2003,2003-05-20
20-dec-2008,2008-12-20
10 06 07,2007-06-10
15 MAY 1994,1994-05-15
"17 december, 1974",1974-12-17
27-feb-2018,2018-02-27
19 08 91,1991-08-19
2 october 2005,2005-10-02
"20, dec 1984",1984-12-20
07 jul 1982,1982-07-07
5 JUNE 2005,2005-06-05
22 aug 1974,1974-08-22
"17, may 2004",2004-05-17
05-nov-1980,1980-11-05
22-APR-1998,1998-04-22
16 12 06,2006-12-16
19-Jul-2006,2006-07-19
14 06 97,1997-06-14
4 april 1976,1976-04-04
October 11 1993,1993-10-11
19 january 1985,1985-01-19
8 JUL 1984,1984-07-08
21-Feb-2015,2015-02-21
"sunday, 2 august, 1992",1992-08-02
12-jul-1992,1992-07-12
21 July 1994,1994-07-21
"23, DEC 1989",1989-12-23
12-Nov-1984,1984-11-12
28 January 2012,2012-01-28
"6 FEBRUARY, 2006",2006-02-06
"25, apr 2002",2002-04-25
14.03.08,2008-03-14
9 march 2014,2014-03-09
AUGUST 7 1970,1970-08-07
22 october 1977,1977-10-22
july 10 2015,2015-07-10
"19 JUL, 1993",1993-07-19
30 APR 2000,2000-04-30
10 05 86,1986-05-10
15 09 13,2013-09-15
6 October 2011,2011-10-06
"08, APR 2012",2012-04-08
05/08/86,1986-08-05
18 september 1972,1972-09-18
12 06 16,2016-06-12
3 november 1991,1991-11-03
15 DECEMBER 1995,1995-12-15
18 SEPTEMBER 1977,1977-09-18
"4 April, 1996",1996-04-04
18 JUN 1987,1987-06-18
"6 OCTOBER, 2006",2006-10-06
8 Apr 2019,2019-04-08
31 MAR 1989,1989-03-31
SEPTEMBER 7 1971,1971-09-07
"MARCH 4, 2005",2005-03-04
8 07 95,1995-07-08
31-dec-2004,2004-12-31
14-AUG-2004,2004-08-14
"27, Apr 2000",2000-04-27
16-FEB-2003,2003-02-16
"25 DECEMBER, 1972",1972-12-25
march 4 1990,1990-03-04
03 MAY 2014,2014-05-03
"6 Feb, 1983",1983-02-06
"19 october, 1991",1991-10-19
20 DEC 2004,2004-12-20
"09, AUG 1975",1975-08-09
13.07.76,1976-07-13
23 May 1981,1981-05-23
11 AUGUST 2006,2006-08-11
"FRIDAY, 14 APRIL, 2006",2006-04-14
"02, jul 1970",1970-07-02
30 august 2012,2012-08-30
16 june 1974,1974-06-16
6 may 1984,1984-05-06
"14 august, 2015",2015-08-14
02/11/12,2012-11-02
"4 Jul, 1984",1984-07-04
22 August 2016,2016-08-22
13-NOV-1998,1998-11-13
27.01.77,1977-01-27
"DECEMBER 28, 1983",1983-12-28
5 aug 2006,2006-08-05
"27 oct, 2017",2017-10-27
14 aug 1999,1999-08-14
31/12/13,2013-12-31
"Thursday, 28 November, 1974",1974-11-28
07.09.16,2016-09-07
18.06.80,1980-06-18
14.08.71,1971-08-14
02/04/01,2001-04-02
13/10/18,2018-10-13
28 july 1992,1992-07-28
30 JULY 1972,1972-07-30
16/12/75,1975-12-16
26.12.74,1974-12-26
10 Sep 1973,1973-09-10
11/02/82,1982-02-11
22 feb 1987,1987-02-22
"Monday, 24 December, 2007",2007-12-24
"17 OCTOBER, 1974",1974-10-17
15 FEB 2009,2009-02-15
29.06.85,1985-06-29
08/08/87,1987-08-08
SEPTEMBER 27 1997,1997-09-27
"tuesday, 28 may, 1996",1996-05-28
12 sep 2000,2000-09-12
20 Nov 2012,2012-11-20
10 Jul 1997,1997-07-10
"20 JUNE, 1999",1999-06-20
14-Jul-1991,1991-07-14
24 02 71,1971-02-24
4 july 1996,1996-07-04
26 october 2015,2015-10-26
19/01/78,1978-01-19
25.05.06,2006-05-25
27-may-1970,1970-05-27
25 AUG 2013,2013-08-25
6 january 2019,2019-01-06
30 JAN 2012,2012-01-30
21.04.74,1974-04-21
7 November 2009,2009-11-07
"5 FEB, 1973",1973-02-05
11-sep-2017,2017-09-11
"10 DEC, 1974",1974-12-10
MAY 5 1994,1994-05-05
21 march 2004,2004-03-21
"23 March, 1977",1977-03-23
21 SEPTEMBER 1989,1989-09-21
03-sep-2016,2016-09-03
5 July 1990,1990-07-05
12 APRIL 2011,2011-04-12
november 21 1975,1975-11-21
27/02/89,1989-02-27
14 OCT 1999,1999-10-14
16 dec 1995,1995-12-16
20 Nov 1996,1996-11-20
"18 Dec, 2014",2014-12-18
february 6 1972,1972-02-06
"Thursday, 4 April, 2002",2002-04-04
21 august 1980,1980-08-21
"friday, 21 april, 2006",2006-04-21
December 17 1984,1984-12-17
"APRIL 13, 1979",1979-04-13
10 august 1996,1996-08-10
20 02 07,2007-02-20
"Saturday, 27 January, 1990",1990-01-27
23 February 2013,2013-02-23
22 October 1979,1979-10-22
"SATURDAY, 14 APRIL, 1990",1990-04-14
"Wednesday, 3 February, 2016",2016-02-03
19 August 2019,2019-08-19
03/02/14,2014-02-03
"wednesday, 24 may, 1995",1995-05-24
05 OCT 1970,1970-10-05
"01, SEP 2007",2007-09-01
10-OCT-2007,2007-10-10
15 Aug 1979,1979-08-15
"22 may, 1978",1978-05-22
4 November 1972,1972-11-04
"Wednesday, 6 May, 1970",1970-05-06
21 Dec 2008,2008-12-21
08/08/10,2010-08-08
25 10 96,1996-10-25
21 JUL 2006,2006-07-21
5 APR 2007,2007-04-05
17 oct 1975,1975-10-17
26 september 1990,1990-09-26
"Tuesday, 17 April, 1984",1984-04-17
27.05.19,2019-05-27
26 May 1993,1993-05-26
29/05/84,1984-05-29
30 01 98,1998-01-30
"sunday, 15 december, 2013",2013-12-15
"17 NOV, 2004",2004-11-17
11.09.79,1979-09-11
14 DEC 1980,1980-12-14
10 JUL 1982,1982-07-10
9 JANUARY 1985,1985-01-09
24 dec 2011,2011-12-24
14-Mar-1987,1987-03-14
24 03 83,1983-03-24
19 October 1977,1977-10-19
5 May 1982,1982-05-05
30 August 2015,2015-08-30
"SATURDAY, 9 AUGUST, 2008",2008-08-09
"thursday, 13 september, 1973",1973-09-13
08-May-2007,2007-05-08
22 MAY 2001,2001-05-22
14/11/13,2013-11-14
"monday, 28 may, 2007",2007-05-28
24.12.74,1974-12-24
12-Oct-1989,1989-10-12
16 Sep 2015,2015-09-16
august 2 1974,1974-08-02
"22 January, 1987",1987-01-22
06/09/76,1976-09-06
"wednesday, 8 june, 1983",1983-06-08
"18 May, 2019",2019-05-18
05.07.09,2009-07-05
26.02.03,2003-02-26
"7 jul, 1992",1992-07-07
21.04.94,1994-04-21
22-sep-1978,1978-09-22
07 Sep 2015,2015-09-07
9 august 2014,2014-08-09
17 DECEMBER 1985,1985-12-17
22 oct 1976,1976-10-22
"28, may 1989",1989-05-28
February 28 2012,2012-02-28
2 OCTOBER 1974,1974-10-02
"3 mar, 1983",1983-03-03
17 august 1991,1991-08-17
january 24 2003,2003-01-24
"31 august, 2000",2000-08-31
06 May 1992,1992-05-06
"SUNDAY, 11 DECEMBER, 2011",2011-12-11
16/11/14,2014-11-16
"20, oct 1990",1990-10-20
"10, Mar 2017",2017-03-10
02.10.09,2009-10-02
"15 may, 1980",1980-05-15
26 Jun 2008,2008-06-26
29 jul 2008,2008-07-29
"21 October, 1994",1994-10-21
12 July 1991,1991-07-12
23/02/99,1999-02-23
23 JUN 1981,1981-06-23
1 05 70,1970-05-01
25.04.91,1991-04-25
02.10.86,1986-10-02
28 JAN 1985,1985-01-28
19 06 18,2018-06-19
"AUGUST 11, 2013",2013-08-11
"5 SEPTEMBER, 1999",1999-09-05
29/10/88,1988-10-29
19 06 94,1994-06-19
21 February 1979,1979-02-21
31 March 2016,2016-03-31
18 NOVEMBER 2019,2019-11-18
25 JUL 1992,1992-07-25
30 AUGUST 2002,2002-08-30
1 07 01,2001-07-01
"April 22, 2000",2000-04-22
"tuesday, 31 may, 1994",1994-05-31
15 OCTOBER 1990,1990-10-15
20/02/03,2003-02-20
17 JULY 2007,2007-07-17
29 05 77,1977-05-29
"december 17, 1981",1981-12-17
"December 6, 2013",2013-12-06
"WEDNESDAY, 13 APRIL, 2011",2011-04-13
31 JUL 1975,1975-07-31
"04, FEB 1989",1989-02-04
12 JULY 1979,1979-07-12
"Sunday, 27 August, 2006",2006-08-27
15 MAY 1983,1983-05-15
30.11.87,1987-11-30
22-AUG-2012,2012-08-22
16 March 1975,1975-03-16
3 july 2019,2019-07-03
"tuesday, 18 february, 1975",1975-02-18
9 April 1971,1971-04-09
6 07 04,2004-07-06
25/12/12,2012-12-25
15 FEBRUARY 1972,1972-02-15
"August 6, 2009",2009-08-06
24 05 09,2009-05-24
27-jul-1997,1997-07-27
25-feb-2010,2010-02-25
"sunday, 24 june, 1984",1984-06-24
30.06.72,1972-06-30
15-jul-2007,2007-07-15
26 september 1987,1987-09-26
"26, DEC 2006",2006-12-26
22 sep 2006,2006-09-22
16/02/02,2002-02-16
"July 1, 2014",2014-07-01
FEBRUARY 12 1980,1980-02-12
23 NOVEMBER 1994,1994-11-23
SEPTEMBER 16 1996,1996-09-16
13 Mar 1985,1985-03-13
14 02 10,2010-02-14
november 24 2019,2019-11-24
october 20 1989,1989-10-20
"10 FEBRUARY, 1979",1979-02-10
"AUGUST 16, 2001",2001-08-16
